music_id,song_path,hum_path
1075110394,train/song/0000.mp3,train/hum/0000.mp3
1079628790,train/song/0001.mp3,train/hum/0001.mp3
1078271932,train/song/0002.mp3,train/hum/0002.mp3
1076457212,train/song/0003.mp3,train/hum/0003.mp3
1073861056,train/song/0004.mp3,train/hum/0004.mp3
1074789537,train/song/0005.mp3,train/hum/0005.mp3
1073916847,train/song/0006.mp3,train/hum/0006.mp3
1078163126,train/song/0007.mp3,train/hum/0007.mp3
1079240948,train/song/0008.mp3,train/hum/0008.mp3
1075767150,train/song/0009.mp3,train/hum/0009.mp3
1078112849,train/song/0010.mp3,train/hum/0010.mp3
1073861045,train/song/0011.mp3,train/hum/0011.mp3
1079479973,train/song/0012.mp3,train/hum/0012.mp3
1075333177,train/song/0013.mp3,train/hum/0013.mp3
1075798857,train/song/0014.mp3,train/hum/0014.mp3
1081935676,train/song/0015.mp3,train/hum/0015.mp3
1079421403,train/song/0016.mp3,train/hum/0016.mp3
1073915050,train/song/0017.mp3,train/hum/0017.mp3
1074677962,train/song/0018.mp3,train/hum/0018.mp3
1076375432,train/song/0019.mp3,train/hum/0019.mp3
1106226584,train/song/0020.mp3,train/hum/0020.mp3
1073763426,train/song/0021.mp3,train/hum/0021.mp3
1074419707,train/song/0022.mp3,train/hum/0022.mp3
1074679839,train/song/0023.mp3,train/hum/0023.mp3
1074276774,train/song/0024.mp3,train/hum/0024.mp3
1078918978,train/song/0025.mp3,train/hum/0025.mp3
1073916700,train/song/0026.mp3,train/hum/0026.mp3
1075364273,train/song/0027.mp3,train/hum/0027.mp3
1079297237,train/song/0028.mp3,train/hum/0028.mp3
1079417446,train/song/0029.mp3,train/hum/0029.mp3
1075369791,train/song/0030.mp3,train/hum/0030.mp3
1080533779,train/song/0031.mp3,train/hum/0031.mp3
1079240515,train/song/0032.mp3,train/hum/0032.mp3
1079314313,train/song/0033.mp3,train/hum/0033.mp3
1079637951,train/song/0034.mp3,train/hum/0034.mp3
1074693776,train/song/0035.mp3,train/hum/0035.mp3
1075771983,train/song/0036.mp3,train/hum/0036.mp3
1074015563,train/song/0037.mp3,train/hum/0037.mp3
1079249684,train/song/0038.mp3,train/hum/0038.mp3
1078246870,train/song/0039.mp3,train/hum/0039.mp3
1074101736,train/song/0040.mp3,train/hum/0040.mp3
1075110427,train/song/0041.mp3,train/hum/0041.mp3
1075260008,train/song/0042.mp3,train/hum/0042.mp3
1073755928,train/song/0043.mp3,train/hum/0043.mp3
1075962364,train/song/0044.mp3,train/hum/0044.mp3
1074571176,train/song/0045.mp3,train/hum/0045.mp3
1079316139,train/song/0046.mp3,train/hum/0046.mp3
1074549190,train/song/0047.mp3,train/hum/0047.mp3
1076268110,train/song/0048.mp3,train/hum/0048.mp3
1078010240,train/song/0049.mp3,train/hum/0049.mp3
1078239747,train/song/0050.mp3,train/hum/0050.mp3
1076375416,train/song/0051.mp3,train/hum/0051.mp3
1074015558,train/song/0052.mp3,train/hum/0052.mp3
1075268767,train/song/0053.mp3,train/hum/0053.mp3
1073744655,train/song/0054.mp3,train/hum/0054.mp3
1073916247,train/song/0055.mp3,train/hum/0055.mp3
1075170081,train/song/0056.mp3,train/hum/0056.mp3
1074326411,train/song/0057.mp3,train/hum/0057.mp3
1074432819,train/song/0058.mp3,train/hum/0058.mp3
1073770456,train/song/0059.mp3,train/hum/0059.mp3
1096018962,train/song/0060.mp3,train/hum/0060.mp3
1073881895,train/song/0061.mp3,train/hum/0061.mp3
1074150450,train/song/0062.mp3,train/hum/0062.mp3
1073863985,train/song/0063.mp3,train/hum/0063.mp3
1079567336,train/song/0064.mp3,train/hum/0064.mp3
1073898725,train/song/0065.mp3,train/hum/0065.mp3
1079171754,train/song/0066.mp3,train/hum/0066.mp3
1074262283,train/song/0067.mp3,train/hum/0067.mp3
1078148955,train/song/0068.mp3,train/hum/0068.mp3
1075771528,train/song/0069.mp3,train/hum/0069.mp3
1078006066,train/song/0070.mp3,train/hum/0070.mp3
1075023392,train/song/0071.mp3,train/hum/0071.mp3
1073744654,train/song/0072.mp3,train/hum/0072.mp3
1074015563,train/song/0073.mp3,train/hum/0073.mp3
1076446477,train/song/0074.mp3,train/hum/0074.mp3
1074491791,train/song/0075.mp3,train/hum/0075.mp3
1078923205,train/song/0076.mp3,train/hum/0076.mp3
1073770595,train/song/0077.mp3,train/hum/0077.mp3
1075421735,train/song/0078.mp3,train/hum/0078.mp3
1073747571,train/song/0079.mp3,train/hum/0079.mp3
1079406991,train/song/0080.mp3,train/hum/0080.mp3
1078130657,train/song/0081.mp3,train/hum/0081.mp3
1078448719,train/song/0082.mp3,train/hum/0082.mp3
1074004286,train/song/0083.mp3,train/hum/0083.mp3
1074509589,train/song/0084.mp3,train/hum/0084.mp3
1075755188,train/song/0085.mp3,train/hum/0085.mp3
1076274502,train/song/0086.mp3,train/hum/0086.mp3
1073743566,train/song/0087.mp3,train/hum/0087.mp3
1075318381,train/song/0088.mp3,train/hum/0088.mp3
1075423731,train/song/0089.mp3,train/hum/0089.mp3
1078007322,train/song/0090.mp3,train/hum/0090.mp3
1076227401,train/song/0091.mp3,train/hum/0091.mp3
1079481803,train/song/0092.mp3,train/hum/0092.mp3
1078090175,train/song/0093.mp3,train/hum/0093.mp3
1079307074,train/song/0094.mp3,train/hum/0094.mp3
1079275402,train/song/0095.mp3,train/hum/0095.mp3
1073854340,train/song/0096.mp3,train/hum/0096.mp3
1075767591,train/song/0097.mp3,train/hum/0097.mp3
1075058577,train/song/0098.mp3,train/hum/0098.mp3
1073763115,train/song/0099.mp3,train/hum/0099.mp3
1078376310,train/song/0100.mp3,train/hum/0100.mp3
1075237488,train/song/0101.mp3,train/hum/0101.mp3
1093446513,train/song/0102.mp3,train/hum/0102.mp3
1079458915,train/song/0103.mp3,train/hum/0103.mp3
1100838780,train/song/0104.mp3,train/hum/0104.mp3
1078218163,train/song/0105.mp3,train/hum/0105.mp3
1080633349,train/song/0106.mp3,train/hum/0106.mp3
1076418677,train/song/0107.mp3,train/hum/0107.mp3
